,name,item_id,category_id,discount,rating_score,original_price,price,item_sold_count,temp_category_index
164,12 Sheets Painting Coloring Book Set with Paintbrush Graffiti WaterColor for Kids Art Leaning Supply,4108470065,"[22393, 22430, 22744]",50% Off,5.0,58,29,13 sold,305
165,6pc ART blending sumdge tortillion Stamp Pencils,3494027966,"[22393, 22430, 22744]",,0,,50,,305
166,"Staedtler Blending Stumps Set (Sketch Eraser, Drawing Pencil Stump)",3365586447,"[22393, 22430, 22744]",6% Off,0,349,329,,305
167,cod Staedtler Compass Adaptor for Technical Pen 3.5Ø,4182736847,"[22393, 22430, 22744]",44% Off,0,1241,695,,305
168,"Drawing Tube | Canister Tube H100 H75 Telescopic Architecture Tube | Waterproof Protective Cover | Waterproof Protective Cover for Telescopic Storage | Useful for Technical Drawings, Projects, Lot Plan, Engineering Blue Print, Architectural Drafts",3551680507,"[22393, 22430, 22744]",66% Off,4.937394247038917,400,135.44,"2,063 sold",305
169,"Australia Import AUTHENTIC EZ TRACER Artograph, Opaque Art Projector for Wall Canvas Image Reproduction, Drawing, Painting, Cartoon, Pictures, Small 3D Figures, 220V,  Lightweight, Portable, User Friendly, Artist Teacher Student Child Adult",3285209180,"[22393, 22430, 22744]",65% Off,4.6,7590,2655,27 sold,305
170,3M Kids Coloring Roll Painting Rolls Drawing Paper Children's Graffiti Painting Scrolls,4109327804,"[22393, 22430, 22744]",50% Off,5.0,96,48,16 sold,305
171,LINEX DT126 Plastic Drawing Tube Blueprint Case or Tracing tube case extendable from 23.5 to 25 inches,3696515489,"[22393, 22430, 22744]",,4.9411764705882355,,85,281 sold,305
172,Sanrio DIY Drawing Book and scratch graffiti magic note sketch black cardboard books,4094222720,"[22393, 22430, 22744]",,5.0,,75,16 sold,305
173,Mont marte Solid drawing board wooden 30x45cm - 0.8cm thin,3076818530,"[22393, 22430, 22744]",50% Off,0,638,319,,305
174,Acrylic Palette Board / Acrylic Mixing Plate,3457824734,"[22393, 22430, 22744]",,0,,75,,305
175,6PCS High-gloss sketch pencil set student drawing soft charcoal Graphite Pencils The refill is not easy to break（0.4cm/17.5cm),3647192877,"[22393, 22430, 22744]",50% Off,5.0,399,198,5 sold,305
176,Tailoring Chalk [ PANDA CHALK BRAND ],2900460974,"[22393, 22430, 22744]",,4.725,,250,173 sold,305
177,Tracing Paper 15x20 inches 20 sheet w/ tube,2186357992,"[22393, 22430, 22744]",,5.0,,350,136 sold,305
178,"PILOT Drawing Pen / Fineliner tech pen - 0.1, 0.2, 0.3, 0.5, 0.8mm",3550457267,"[22393, 22430, 22744]",,4.8474576271186445,,59,754 sold,305
179,Pentel Color Pencil 24 Colors Art Implements,3351644893,"[22393, 22430, 22744]",,0,,858,,305
180,Local delivery Drafting table adjustable height tilting with drawers stool pen holder and extra table,2574696509,"[22393, 22430, 22744]",65% Off,5.0,14000,4898,,305
181,Professional Drawing Compasses Practical Drafting Supplies Compass Srawing Tool Stationery Stationery Set 1PCS,3637623200,"[22393, 22430, 22744]",50% Off,4.975609756097561,36,17.83,822 sold,305
182,Silkscreen with Frame 8 x 12 inches,2045721690,"[22393, 22430, 22744]",,5.0,,90,73 sold,305
183,24 Sheets Watercolor Book Pad Hand Book Painting Paper Drawing Notebook Art Supplies,1158624093,"[22393, 22430, 22744]",55% Off,4.838383838383838,399,178,418 sold,305
184,WHITE ACRYLIC DRAFTING TABLE | PRECISION WOODWORKS | DRAWING TABLE | FREE LED LIGHT,3628356606,"[22393, 22430, 22744]",,5.0,,8100,9 sold,305
185,Original Golden Oil Pastels 8s 12s 16s 24s (Sold per set),3774070774,"[22393, 22430, 22744]",20% Off,4.982558139534884,74,59,831 sold,305
186,Kindergarten Painting Pen Control Training Calligraphy Practice 3-8 Year Old Enlightenment Sketches,4167580669,"[22393, 22430, 22744]",32% Off,5.0,155,106,7 sold,305
187,"Maped Start Compass - Set of 3, School Compass Set",2267229811,"[22393, 22430, 22744]",3% Off,4.857142857142857,160,155,167 sold,305
188,Sterling Professional Sketch Pad with Chipboard Support Perfectbind - 9  x 12 24 sheets,3351838144,"[22393, 22430, 22744]",,0,,318,,305
189,Square Retractable Drawing Tube Blueprint Case with Strap(HT870),2402965234,"[22393, 22430, 22744]",,5.0,,454,8 sold,305
190,Coloring Drawing Painting Set With Aluminum Alloy Case 145Pcs.,4010555614,"[22393, 22430, 22744]",16% Off,0,699,586,,305
191,Notebook Mermaid DIY drawing book（scratch，coloring and sketch,451278306,"[22393, 22430, 22744]",53% Off,5.0,200,95,9 sold,305
192,"Linex 85100 Lettering Stencil 100mm, 10pcs in Set (Upper Case Letters, Numbers, Symbols)",2546733225,"[22393, 22430, 22744]",,5.0,,338,47 sold,305
193,weiy Notebook Sanrio bt21 bts unicorn among us dinosaur mermaid LOL DIY drawing book many design（scratch，coloring and sketch,578322445,"[22393, 22430, 22744]",51% Off,4.871794871794871,170,83.21,325 sold,305
194,12/24/36/48PCS Dual Head Calligraphy Pen Set Marker Coloring Brush Watercolor Drawing Art Supplies,3767511430,"[22393, 22430, 22744]",21% Off,4.666666666666667,100,78.8,53 sold,305
195,SALE! Standardgraph Lettering Guide 0.2mm,1639168195,"[22393, 22430, 22744]",,5.0,,119,17 sold,305
196,Monet ™ Calligraphy Pad A4,2252645725,"[22393, 22430, 22744]",,0,,285,,305
197,Children DIY Drawing Shelf Set Creative Mini Oil Board,3209148892,"[22393, 22430, 22744]",67% Off,4.840909090909091,149,48.55,974 sold,305
198,【Local Warehouse】【3M】 Children Drawing Roll Coloring Paper Roll Kids Drawing Roll Paper Drawing Educational Painting Early Paper Color Filling Coloring-Roll,3517477563,"[22393, 22430, 22744]",57% Off,0,349,149,,305
199,Crayola Colors of the World Crayons 24 Colors,2720123745,"[22393, 22430, 22744]",,5.0,,80,217 sold,305
